iteration,convergenceIndicator,phase,a,aS_pop,corr_dI_aS,corr_lBt0_dS,corr_n_aS,corr_n_dI,dI_pop,dS_pop,initT_pop,lBt0_pop,n_pop,omega_aS,omega_dI,omega_dS,omega_initT,omega_lBt0,omega_n
846,784.084,2,0.326268,0.784398,0.916485,0.99271,-0.655634,-0.873168,1.55182,0.000679565,-15.6353,-4.5972,0.085566,0.359456,0.563322,1.34111,8.24569,0.56221,0.66765
847,776.124,2,0.326244,0.784316,0.916538,0.992706,-0.655632,-0.873144,1.55172,0.000679553,-15.6366,-4.59719,0.085566,0.359456,0.56337,1.34138,8.24499,0.56233,0.667688
848,787.805,2,0.326232,0.784259,0.916607,0.992705,-0.655788,-0.873194,1.55161,0.000679557,-15.6368,-4.59718,0.085566,0.359508,0.563515,1.34168,8.24457,0.562449,0.667777
849,776.206,2,0.326206,0.784218,0.916695,0.992703,-0.655852,-0.873181,1.55152,0.000679584,-15.6375,-4.59714,0.0855642,0.359573,0.563671,1.34193,8.24519,0.562547,0.66786
850,793.873,2,0.326188,0.784172,0.916762,0.9927,-0.655976,-0.87319,1.55144,0.000679588,-15.6385,-4.59713,0.085561,0.359639,0.563769,1.34213,8.24649,0.562653,0.667871
851,774.184,2,0.326155,0.784103,0.916814,0.992699,-0.656073,-0.873204,1.55136,0.000679583,-15.6397,-4.59712,0.0855559,0.359709,0.563859,1.34233,8.24727,0.56277,0.667835
852,779.385,2,0.32612,0.784013,0.916885,0.992697,-0.656161,-0.873179,1.55127,0.000679564,-15.6413,-4.59711,0.0855509,0.359771,0.563935,1.34258,8.24834,0.562862,0.667808
853,782.661,2,0.326087,0.783872,0.916888,0.992693,-0.65629,-0.873261,1.55104,0.000679574,-15.6428,-4.59708,0.0855564,0.359784,0.564053,1.34286,8.24875,0.562944,0.66786
854,782.492,2,0.326054,0.783745,0.916901,0.992696,-0.65651,-0.873377,1.5508,0.000679608,-15.6461,-4.59706,0.0855618,0.359832,0.564196,1.34317,8.25086,0.563039,0.667958
855,787.643,2,0.32604,0.783616,0.916939,0.992699,-0.656758,-0.873492,1.55051,0.00067966,-15.6483,-4.59702,0.08557,0.359856,0.564361,1.34346,8.25134,0.563126,0.668045
856,788.437,2,0.326003,0.783476,0.916968,0.992698,-0.65696,-0.873547,1.55027,0.000679727,-15.6511,-4.59695,0.0855784,0.35986,0.564448,1.34378,8.25294,0.56322,0.668091
857,801.948,2,0.325988,0.783397,0.916968,0.9927,-0.65692,-0.873481,1.55022,0.000679735,-15.6517,-4.59694,0.0855808,0.359827,0.564462,1.34399,8.25335,0.563269,0.668143
858,777.537,2,0.325958,0.783318,0.916976,0.992704,-0.656903,-0.873428,1.55022,0.000679731,-15.6527,-4.59691,0.0855777,0.359801,0.564474,1.34417,8.25389,0.56331,0.668143
859,809.281,2,0.32596,0.783216,0.916969,0.992707,-0.65708,-0.873483,1.55005,0.000679775,-15.6532,-4.59687,0.0855741,0.359733,0.564483,1.34431,8.25295,0.563361,0.668151
860,811.272,2,0.325964,0.783103,0.916977,0.992707,-0.657186,-0.873503,1.54983,0.000679847,-15.6551,-4.5968,0.0855746,0.359698,0.56449,1.34451,8.2522,0.56343,0.668146
861,811.035,2,0.325967,0.783012,0.916978,0.992709,-0.657168,-0.873469,1.54967,0.000679882,-15.6582,-4.59678,0.0855748,0.359685,0.56448,1.34481,8.2526,0.563546,0.668091
862,816.022,2,0.325976,0.782943,0.916974,0.992712,-0.657196,-0.873449,1.54961,0.0006799,-15.6598,-4.59676,0.0855737,0.359678,0.564395,1.34507,8.25274,0.563654,0.667982
863,804.135,2,0.325975,0.782895,0.916948,0.992719,-0.657273,-0.873475,1.54953,0.000679838,-15.6611,-4.59679,0.0855674,0.359686,0.564386,1.34532,8.25272,0.56377,0.667795
864,795.998,2,0.325965,0.782881,0.916944,0.992724,-0.657274,-0.873446,1.54945,0.000679799,-15.6625,-4.59682,0.0855622,0.359695,0.564343,1.34561,8.2534,0.563902,0.667631
865,815.711,2,0.325967,0.782889,0.916915,0.992723,-0.657123,-0.873358,1.5494,0.000679815,-15.6638,-4.59685,0.0855603,0.3597,0.564274,1.34593,8.25352,0.564031,0.667399
866,791.156,2,0.325953,0.782908,0.916915,0.992724,-0.656959,-0.873253,1.54941,0.000679804,-15.6649,-4.59687,0.0855571,0.359708,0.56421,1.34623,8.25373,0.56415,0.667226
867,797.109,2,0.325932,0.782903,0.916932,0.992722,-0.656921,-0.873178,1.54944,0.000679802,-15.6652,-4.59687,0.0855517,0.359714,0.564179,1.34654,8.25349,0.564282,0.667145
868,804.912,2,0.325921,0.782859,0.916964,0.992717,-0.656906,-0.87311,1.54941,0.000679811,-15.6658,-4.59686,0.0855448,0.35969,0.564124,1.3468,8.25351,0.564417,0.667051
869,789.877,2,0.325905,0.782805,0.916942,0.992713,-0.656863,-0.873118,1.54933,0.000679899,-15.6661,-4.5968,0.0855374,0.359664,0.564097,1.34695,8.25414,0.564511,0.667042
870,781.483,2,0.325875,0.782735,0.916914,0.992712,-0.656867,-0.873136,1.54927,0.000679978,-15.6673,-4.59676,0.0855333,0.359648,0.564034,1.34711,8.25484,0.564612,0.667035
871,770.507,2,0.325851,0.782673,0.916892,0.992715,-0.656819,-0.873142,1.54917,0.000680052,-15.6674,-4.59671,0.0855301,0.359633,0.564009,1.34729,8.25392,0.564718,0.667051
872,758.64,2,0.32582,0.782615,0.916878,0.99272,-0.656742,-0.873089,1.54904,0.00068026,-15.6677,-4.59658,0.085526,0.359598,0.563996,1.34724,8.25318,0.564719,0.666914
873,779.587,2,0.325805,0.782628,0.916888,0.99272,-0.65661,-0.873012,1.54897,0.000680371,-15.6686,-4.59652,0.0855314,0.359591,0.56403,1.34716,8.25479,0.564694,0.666861
874,767.351,2,0.325772,0.782608,0.916913,0.992722,-0.656502,-0.872894,1.54891,0.000680569,-15.6686,-4.59641,0.085531,0.359589,0.564019,1.34721,8.25402,0.56471,0.666769
875,750.735,2,0.325728,0.782548,0.916925,0.992727,-0.656469,-0.872842,1.54875,0.000680864,-15.6682,-4.59622,0.085535,0.35957,0.564078,1.34735,8.25408,0.564762,0.666572
876,776.843,2,0.325698,0.782498,0.916953,0.992731,-0.656446,-0.872749,1.5486,0.000681153,-15.6679,-4.59605,0.0855443,0.359556,0.564155,1.34749,8.25425,0.564818,0.666398
877,778.326,2,0.325671,0.782397,0.916935,0.992736,-0.656473,-0.872758,1.54832,0.000681416,-15.6683,-4.59589,0.0855521,0.359551,0.564194,1.34762,8.25625,0.564854,0.666289
878,783.366,2,0.325655,0.782276,0.916945,0.992733,-0.656601,-0.872813,1.54814,0.000681642,-15.6683,-4.59575,0.0855537,0.359498,0.564201,1.34774,8.25743,0.564903,0.666124
879,777.606,2,0.325634,0.782168,0.916966,0.992734,-0.656711,-0.872818,1.54801,0.000681874,-15.6683,-4.59562,0.085549,0.359484,0.564135,1.3478,8.25819,0.564934,0.665976
880,789.193,2,0.32562,0.782048,0.916985,0.992733,-0.656792,-0.872793,1.54789,0.000682136,-15.6672,-4.59546,0.0855466,0.359459,0.564067,1.34787,8.25827,0.56497,0.665749
881,803.981,2,0.325605,0.781965,0.916979,0.992731,-0.656711,-0.872678,1.54784,0.00068237,-15.6663,-4.59532,0.0855446,0.359402,0.563956,1.34791,8.25955,0.564979,0.665588
882,791.927,2,0.325587,0.781942,0.916952,0.992727,-0.656453,-0.872525,1.5479,0.000682583,-15.666,-4.5952,0.0855404,0.359329,0.563811,1.34795,8.26161,0.564989,0.665382
883,791.026,2,0.32558,0.782012,0.916914,0.992725,-0.656224,-0.872418,1.54815,0.00068258,-15.6653,-4.59521,0.0855336,0.359235,0.563676,1.34807,8.26286,0.565032,0.665151
884,786.98,2,0.325572,0.782051,0.916894,0.992725,-0.656153,-0.87239,1.54833,0.000682587,-15.6656,-4.59523,0.0855294,0.359151,0.563547,1.34825,8.26502,0.565096,0.664951
885,791.009,2,0.325545,0.782093,0.916835,0.99272,-0.656015,-0.872346,1.54839,0.000682569,-15.6658,-4.59527,0.085523,0.359075,0.563454,1.34844,8.26663,0.565171,0.664797
886,802.324,2,0.325528,0.782122,0.916773,0.992717,-0.655901,-0.872318,1.5484,0.000682666,-15.6655,-4.59525,0.0855233,0.358988,0.563346,1.34878,8.26787,0.565308,0.664683
887,804.146,2,0.325502,0.782121,0.916722,0.992716,-0.655779,-0.872247,1.54837,0.000682745,-15.6651,-4.59523,0.085526,0.358928,0.563271,1.34911,8.26875,0.565448,0.664637
888,803.532,2,0.325488,0.78211,0.916669,0.992716,-0.655667,-0.872214,1.54829,0.000682805,-15.6653,-4.5952,0.0855325,0.358843,0.563208,1.34948,8.27094,0.56562,0.664496
889,798.398,2,0.32548,0.782118,0.916678,0.99272,-0.655575,-0.87213,1.54837,0.000682859,-15.6656,-4.59517,0.0855308,0.358782,0.563105,1.35001,8.27205,0.565833,0.664358
890,799.235,2,0.325471,0.782127,0.916635,0.99272,-0.655495,-0.872115,1.54841,0.000682944,-15.6653,-4.59513,0.0855268,0.358695,0.562974,1.35046,8.2729,0.566032,0.664222
891,789.828,2,0.325458,0.782095,0.916624,0.992721,-0.655497,-0.872106,1.54837,0.000683042,-15.665,-4.59507,0.0855243,0.358595,0.562864,1.35094,8.27283,0.566237,0.664093
892,778.331,2,0.325431,0.782029,0.91661,0.99272,-0.65553,-0.872141,1.54828,0.000683101,-15.6663,-4.59504,0.0855265,0.3585,0.562758,1.35146,8.27434,0.566438,0.664035
893,794.636,2,0.325411,0.781959,0.916575,0.992723,-0.655531,-0.872164,1.54817,0.000683149,-15.6688,-4.595,0.0855332,0.358373,0.562694,1.35199,8.27834,0.56664,0.663969
894,808.774,2,0.325406,0.78191,0.916537,0.992724,-0.655443,-0.872132,1.54808,0.000683176,-15.6693,-4.59498,0.0855374,0.35824,0.562612,1.35253,8.27922,0.566833,0.663908
895,791.219,2,0.3254,0.78184,0.916547,0.992726,-0.655454,-0.872137,1.54789,0.000683276,-15.67,-4.59494,0.0855447,0.35816,0.562523,1.35303,8.28065,0.567011,0.663858
896,787.323,2,0.325388,0.781788,0.916532,0.992727,-0.655536,-0.872202,1.54769,0.00068337,-15.6709,-4.59489,0.0855545,0.358067,0.562461,1.35348,8.28181,0.567172,0.66383
897,776.72,2,0.32537,0.781715,0.916534,0.992731,-0.655556,-0.872218,1.54756,0.000683466,-15.6715,-4.59482,0.0855607,0.357988,0.562393,1.35396,8.28271,0.567341,0.663828
898,782.959,2,0.325354,0.781652,0.916475,0.992732,-0.655452,-0.872233,1.54749,0.000683549,-15.6721,-4.59476,0.0855611,0.357929,0.56229,1.35445,8.28303,0.567524,0.663735
899,770.298,2,0.325332,0.781626,0.916424,0.992735,-0.65535,-0.872246,1.54747,0.000683639,-15.6726,-4.5947,0.0855644,0.357868,0.562191,1.35495,8.28272,0.567727,0.663616
900,779.941,2,0.32533,0.781596,0.916387,0.992738,-0.655253,-0.872265,1.54742,0.0006837,-15.673,-4.59466,0.0855592,0.357801,0.562126,1.35526,8.28288,0.567863,0.663574
901,739.778,2,0.325291,0.781547,0.916391,0.992742,-0.655204,-0.872246,1.54741,0.000683765,-15.6732,-4.5946,0.0855526,0.357732,0.562029,1.35557,8.28248,0.568002,0.663497
902,762.045,2,0.325264,0.781483,0.916364,0.992745,-0.655206,-0.872266,1.54745,0.000683816,-15.6731,-4.59455,0.0855452,0.357645,0.561963,1.35586,8.28103,0.56813,0.66346
903,771.605,2,0.32524,0.781376,0.916374,0.992745,-0.655266,-0.872284,1.54744,0.0006838,-15.6738,-4.59451,0.0855365,0.35757,0.561919,1.35611,8.28169,0.568242,0.663442
904,793.905,2,0.32523,0.781284,0.916386,0.992747,-0.655387,-0.87233,1.54743,0.000683859,-15.6745,-4.59444,0.0855345,0.35752,0.56191,1.35638,8.28277,0.568379,0.663477
905,799.759,2,0.325224,0.781176,0.916412,0.992753,-0.655573,-0.872406,1.54734,0.000684071,-15.6767,-4.5943,0.0855424,0.357482,0.561924,1.35682,8.28501,0.568567,0.663569
906,792.281,2,0.32521,0.781094,0.91643,0.992756,-0.655741,-0.872472,1.54726,0.000684306,-15.6784,-4.59414,0.0855485,0.35744,0.561924,1.35727,8.28678,0.56877,0.663529
907,790.832,2,0.325186,0.781018,0.916455,0.992759,-0.655906,-0.872518,1.54714,0.000684611,-15.679,-4.59395,0.0855476,0.357429,0.561951,1.35784,8.28759,0.569009,0.663499
908,788.721,2,0.325171,0.780945,0.91653,0.99276,-0.656178,-0.872578,1.54711,0.000684833,-15.6799,-4.59381,0.0855455,0.357411,0.561979,1.35825,8.28808,0.569193,0.663472
909,770.952,2,0.325154,0.780881,0.916571,0.992767,-0.65643,-0.87267,1.54708,0.000685069,-15.6803,-4.59368,0.085539,0.35742,0.562043,1.35866,8.28755,0.569359,0.663355
910,772.334,2,0.325135,0.78081,0.916592,0.992774,-0.656625,-0.872758,1.54706,0.000685255,-15.681,-4.59356,0.0855377,0.357435,0.562105,1.35904,8.28788,0.569514,0.663278
911,768.407,2,0.32511,0.78073,0.916621,0.992779,-0.65683,-0.87285,1.54697,0.000685423,-15.6817,-4.59344,0.085533,0.357462,0.562204,1.35939,8.28786,0.569675,0.663249
912,777.65,2,0.325095,0.780666,0.916683,0.992789,-0.657098,-0.872918,1.54686,0.000685613,-15.682,-4.59333,0.0855308,0.3575,0.562288,1.35978,8.28775,0.569837,0.663198
913,772.138,2,0.325078,0.780594,0.916706,0.992794,-0.657209,-0.872964,1.54673,0.00068582,-15.6815,-4.5932,0.0855372,0.357488,0.562322,1.36021,8.28663,0.570025,0.663194
914,756.657,2,0.325052,0.780528,0.916722,0.992801,-0.657297,-0.873,1.54662,0.000686053,-15.6803,-4.59304,0.0855371,0.357436,0.562349,1.36066,8.28478,0.570225,0.663219
915,759.16,2,0.325028,0.780454,0.916723,0.992807,-0.657413,-0.873083,1.5465,0.000686268,-15.6796,-4.59288,0.0855381,0.357383,0.562363,1.36105,8.28421,0.570428,0.663253
916,764.984,2,0.325002,0.780367,0.916717,0.992813,-0.657561,-0.873169,1.54634,0.000686488,-15.6785,-4.59272,0.0855368,0.357317,0.562357,1.36145,8.28327,0.570635,0.663281
917,766.999,2,0.32497,0.780267,0.91665,0.992819,-0.657607,-0.87325,1.54611,0.000686701,-15.6786,-4.59258,0.0855391,0.357243,0.562372,1.36181,8.28249,0.570819,0.66331
918,768.154,2,0.324959,0.780167,0.916607,0.992825,-0.657716,-0.873381,1.54589,0.000686881,-15.678,-4.59246,0.0855446,0.357157,0.562376,1.3622,8.28144,0.570997,0.663322
919,777.137,2,0.324961,0.780118,0.916646,0.99283,-0.657937,-0.87348,1.54581,0.000686982,-15.6775,-4.59238,0.0855415,0.357072,0.562394,1.3626,8.27977,0.57117,0.663329
920,761.144,2,0.324943,0.780067,0.916695,0.992834,-0.658159,-0.873559,1.54575,0.000687093,-15.6769,-4.59228,0.0855446,0.357014,0.562386,1.36297,8.27831,0.571346,0.663337
921,768.702,2,0.324924,0.780033,0.916699,0.99284,-0.658228,-0.873596,1.54569,0.000687239,-15.6777,-4.59219,0.0855449,0.356945,0.562377,1.3632,8.27987,0.571452,0.663383
922,762.933,2,0.324898,0.779993,0.916679,0.992846,-0.658269,-0.873634,1.54565,0.000687394,-15.6782,-4.59211,0.0855421,0.356873,0.562344,1.36345,8.28068,0.571565,0.663482
923,775.952,2,0.324897,0.779951,0.916687,0.992853,-0.658409,-0.873715,1.54556,0.000687539,-15.6784,-4.59203,0.0855383,0.356767,0.562321,1.3637,8.28101,0.571672,0.663535
924,769.394,2,0.324866,0.779937,0.916655,0.992861,-0.658477,-0.873742,1.54554,0.000687677,-15.6779,-4.59194,0.0855333,0.356641,0.562292,1.36399,8.28178,0.571794,0.66364
925,787.454,2,0.324856,0.779909,0.916631,0.992867,-0.658607,-0.873814,1.5455,0.000687833,-15.6773,-4.59184,0.0855347,0.356505,0.562276,1.36428,8.28255,0.571929,0.663703
926,767.27,2,0.324841,0.779896,0.916636,0.992873,-0.658741,-0.873873,1.54552,0.000687941,-15.6768,-4.59177,0.0855322,0.356367,0.562232,1.36454,8.28325,0.572056,0.663736
927,770.936,2,0.32483,0.779851,0.916633,0.99288,-0.658867,-0.873922,1.54551,0.00068808,-15.6762,-4.59168,0.0855284,0.356273,0.562161,1.36476,8.28215,0.572168,0.663744
928,767.492,2,0.324809,0.779752,0.916646,0.992886,-0.65906,-0.874002,1.5454,0.00068821,-15.6773,-4.59159,0.0855213,0.356215,0.562146,1.36502,8.28327,0.572263,0.663732
